ID,Azul,Verde,Rojo,NIR,Borde rojo
Asys_floracion(SC),0.027,0.068,0.026,0.6,0.516
Asys_floracion(SC),0.022,0.057,0.021,0.557,0.459
Asys_floracion(SC),0.022,0.058,0.022,0.614,0.514
Pina_26meses(SC),0.019,0.055,0.035,0.458,0.073
Pina_26meses(SC),0.013,0.052,0.026,0.539,0.067
Pina_26meses(SC),0.023,0.071,0.04,0.469,0.091
Pina_26meses(SC),0.017,0.046,0.027,0.465,0.057
Pina_26meses(SC),0.016,0.044,0.026,0.479,0.058
Pina_26meses(SC),0.012,0.041,0.023,0.456,0.052
Pina_26meses(SC),0.011,0.035,0.019,0.377,0.044
Pina_26meses(SC),0.014,0.043,0.022,0.487,0.051
Pina_26meses(SC),0.014,0.045,0.026,0.402,0.059
Pina_26meses(SC),0.015,0.042,0.026,0.402,0.055
Pina_26meses(SC),0.015,0.043,0.024,0.478,0.054
Pina_26meses(SC),0.013,0.042,0.023,0.455,0.053
Pina_26meses(SC),0.013,0.037,0.02,0.409,0.044
Pina_26meses(SC),0.014,0.05,0.025,0.496,0.06
Pina_26meses(SC),0.024,0.059,0.038,0.449,0.074
Pina_26meses(SC),0.015,0.052,0.03,0.394,0.069
Pina_26meses(SC),0.019,0.043,0.031,0.374,0.056
Pina_26meses(SC),0.016,0.043,0.025,0.431,0.054
Pina_26meses(SC),0.017,0.049,0.029,0.386,0.062
Pina_26meses(SC),0.016,0.049,0.026,0.525,0.059
Pina_26meses(SC),0.02,0.055,0.035,0.459,0.078
Pina_26meses(SC),0.013,0.053,0.026,0.539,0.073
Pina_26meses(SC),0.024,0.072,0.039,0.471,0.098
Pina_26meses(SC),0.017,0.047,0.027,0.465,0.061
Pina_26meses(SC),0.016,0.045,0.026,0.479,0.062
Pina_26meses(SC),0.012,0.042,0.023,0.456,0.057
Pina_26meses(SC),0.011,0.035,0.019,0.377,0.047
Pina_26meses(SC),0.014,0.044,0.022,0.487,0.055
Pina_26meses(SC),0.014,0.046,0.026,0.403,0.063
Pina_26meses(SC),0.015,0.042,0.026,0.402,0.059
Pina_26meses(SC),0.016,0.044,0.024,0.479,0.058
Pina_26meses(SC),0.013,0.042,0.022,0.455,0.057
Pina_26meses(SC),0.013,0.037,0.02,0.408,0.048
Pina_26meses(SC),0.014,0.05,0.025,0.496,0.065
Pina_26meses(SC),0.024,0.059,0.038,0.45,0.078
Pina_26meses(SC),0.015,0.052,0.03,0.394,0.074
Pina_26meses(SC),0.019,0.043,0.031,0.373,0.059
Pina_26meses(SC),0.016,0.044,0.025,0.431,0.058
Pina_26meses(SC),0.017,0.05,0.028,0.387,0.067
Pina_26meses(SC),0.016,0.049,0.025,0.526,0.064
Pina_26meses(SC),0.02,0.056,0.035,0.46,0.083
Pina_26meses(SC),0.014,0.053,0.025,0.538,0.078
Pina_26meses(SC),0.024,0.072,0.039,0.472,0.104
Pina_26meses(SC),0.017,0.047,0.027,0.465,0.065
Pina_26meses(SC),0.016,0.045,0.026,0.48,0.066
Pina_26meses(SC),0.012,0.042,0.022,0.457,0.061
Pina_26meses(SC),0.011,0.035,0.019,0.377,0.051
Pina_26meses(SC),0.014,0.044,0.022,0.488,0.06
Pina_26meses(SC),0.014,0.046,0.026,0.404,0.068
Pina_26meses(SC),0.015,0.042,0.026,0.402,0.063
Pina_26meses(SC),0.016,0.044,0.024,0.479,0.063
Pina_26meses(SC),0.013,0.043,0.022,0.455,0.062
Pina_26meses(SC),0.013,0.037,0.019,0.408,0.051
Pina_26meses(SC),0.014,0.051,0.024,0.497,0.07
Pina_26meses(SC),0.024,0.06,0.038,0.451,0.083
Pina_26meses(SC),0.015,0.053,0.029,0.395,0.079
Pina_26meses(SC),0.019,0.044,0.03,0.372,0.062
Pina_26meses(SC),0.016,0.044,0.025,0.432,0.062
Pina_26meses(SC),0.017,0.05,0.028,0.388,0.071
Pina_26meses(SC),0.016,0.049,0.025,0.527,0.069
Pina_26meses(SC),0.02,0.056,0.034,0.46,0.088
Pina_26meses(SC),0.014,0.054,0.025,0.537,0.084
Pina_26meses(SC),0.024,0.073,0.039,0.473,0.111
Pina_26meses(SC),0.017,0.047,0.026,0.465,0.069
Pina_26meses(SC),0.017,0.045,0.026,0.48,0.071
Pina_26meses(SC),0.012,0.042,0.022,0.457,0.065
Pina_26meses(SC),0.011,0.036,0.018,0.378,0.054
Pina_26meses(SC),0.014,0.045,0.022,0.488,0.064
Pina_26meses(SC),0.014,0.046,0.026,0.405,0.072
Pina_26meses(SC),0.015,0.042,0.026,0.402,0.066
Pina_26meses(SC),0.016,0.044,0.023,0.479,0.067
Pina_26meses(SC),0.013,0.043,0.022,0.455,0.066
Pina_26meses(SC),0.013,0.037,0.019,0.408,0.055
Pina_26meses(SC),0.014,0.051,0.024,0.497,0.075
Pina_26meses(SC),0.024,0.06,0.038,0.451,0.087
Pina_26meses(SC),0.015,0.053,0.029,0.394,0.084
Pina_26meses(SC),0.019,0.044,0.03,0.372,0.066
Pina_26meses(SC),0.016,0.044,0.025,0.433,0.066
Pina_26meses(SC),0.017,0.05,0.028,0.388,0.075
Pina_26meses(SC),0.016,0.05,0.025,0.528,0.073
Pina_26meses(SC),0.02,0.057,0.034,0.458,0.093
Pina_26meses(SC),0.014,0.054,0.025,0.537,0.09
Pina_26meses(SC),0.024,0.073,0.038,0.471,0.117
Pina_26meses(SC),0.017,0.048,0.026,0.465,0.074
Pina_26meses(SC),0.017,0.045,0.025,0.479,0.076
Pina_26meses(SC),0.012,0.043,0.022,0.457,0.069
Pina_26meses(SC),0.011,0.036,0.018,0.378,0.058
Pina_26meses(SC),0.015,0.045,0.021,0.489,0.069
Pina_26meses(SC),0.014,0.047,0.025,0.404,0.076
Pina_26meses(SC),0.015,0.043,0.025,0.401,0.07
Pina_26meses(SC),0.016,0.045,0.023,0.479,0.072
Pina_26meses(SC),0.013,0.043,0.022,0.455,0.07
Pina_26meses(SC),0.013,0.038,0.019,0.409,0.059
Pina_26meses(SC),0.015,0.052,0.024,0.498,0.081
Pina_26meses(SC),0.025,0.06,0.037,0.451,0.092
Pina_26meses(SC),0.015,0.053,0.029,0.395,0.089
Pina_26meses(SC),0.019,0.044,0.03,0.374,0.069
Pina_26meses(SC),0.016,0.045,0.024,0.433,0.07
Pina_26meses(SC),0.017,0.051,0.027,0.388,0.08
Pina_26meses(SC),0.016,0.05,0.025,0.527,0.078
Pina_26meses(SC),0.02,0.057,0.033,0.456,0.098
Pina_26meses(SC),0.014,0.054,0.024,0.537,0.096
Pina_26meses(SC),0.024,0.074,0.037,0.469,0.124
Pina_26meses(SC),0.017,0.048,0.026,0.464,0.078
Pina_26meses(SC),0.017,0.046,0.025,0.479,0.08
Pina_26meses(SC),0.012,0.043,0.022,0.457,0.074
Pina_26meses(SC),0.011,0.036,0.018,0.379,0.061
Pina_26meses(SC),0.015,0.045,0.021,0.489,0.073
Pina_26meses(SC),0.014,0.047,0.025,0.403,0.081
Pina_26meses(SC),0.015,0.043,0.025,0.4,0.074
Pina_26meses(SC),0.016,0.045,0.023,0.478,0.077
Pina_26meses(SC),0.013,0.043,0.022,0.456,0.075
Pina_26meses(SC),0.013,0.038,0.019,0.41,0.063
Pina_26meses(SC),0.015,0.052,0.023,0.498,0.086
Pina_26meses(SC),0.025,0.061,0.037,0.451,0.097
Pina_26meses(SC),0.015,0.054,0.028,0.395,0.094
Pina_26meses(SC),0.019,0.044,0.03,0.376,0.073
Pina_26meses(SC),0.016,0.045,0.024,0.434,0.075
Pina_26meses(SC),0.017,0.051,0.027,0.388,0.084
Pina_26meses(SC),0.016,0.05,0.024,0.526,0.084
Pina_26meses(SC),0.02,0.057,0.033,0.455,0.104
Pina_26meses(SC),0.014,0.054,0.024,0.536,0.102
Pina_26meses(SC),0.024,0.074,0.037,0.468,0.131
Pina_26meses(SC),0.017,0.048,0.026,0.464,0.083
Pina_26meses(SC),0.017,0.046,0.025,0.478,0.085
Pina_26meses(SC),0.013,0.043,0.021,0.456,0.079
Pina_26meses(SC),0.011,0.036,0.018,0.379,0.065
Pina_26meses(SC),0.015,0.045,0.021,0.488,0.078
Pina_26meses(SC),0.014,0.047,0.025,0.403,0.085
Pina_26meses(SC),0.016,0.043,0.025,0.4,0.079
Pina_26meses(SC),0.016,0.045,0.022,0.478,0.082
Pina_26meses(SC),0.013,0.044,0.021,0.455,0.079
Pina_26meses(SC),0.013,0.038,0.019,0.41,0.067
Pina_26meses(SC),0.015,0.052,0.023,0.497,0.092
Pina_26meses(SC),0.025,0.061,0.037,0.451,0.102
Pina_26meses(SC),0.015,0.054,0.028,0.395,0.099
Pina_26meses(SC),0.019,0.045,0.03,0.376,0.077
Pina_26meses(SC),0.016,0.045,0.024,0.433,0.079
Pina_26meses(SC),0.017,0.051,0.027,0.388,0.089
Pina_26meses(SC),0.016,0.051,0.024,0.525,0.089
Pina_26meses(SC),0.02,0.058,0.033,0.457,0.109
Pina_26meses(SC),0.014,0.055,0.023,0.534,0.108
Pina_26meses(SC),0.024,0.074,0.036,0.471,0.137
Pina_26meses(SC),0.017,0.048,0.025,0.464,0.088
Pina_26meses(SC),0.017,0.046,0.024,0.478,0.09
Pina_26meses(SC),0.013,0.043,0.021,0.455,0.083
Pina_26meses(SC),0.011,0.036,0.017,0.377,0.069
Pina_26meses(SC),0.015,0.045,0.02,0.487,0.084
Pina_26meses(SC),0.014,0.048,0.024,0.404,0.09
Pina_26meses(SC),0.016,0.043,0.024,0.4,0.083
Pina_26meses(SC),0.016,0.045,0.022,0.478,0.086
Pina_26meses(SC),0.013,0.044,0.021,0.454,0.084
Pina_26meses(SC),0.013,0.038,0.018,0.408,0.071
Pina_26meses(SC),0.015,0.052,0.023,0.496,0.098
Pina_26meses(SC),0.025,0.061,0.036,0.451,0.107
Pina_26meses(SC),0.015,0.054,0.027,0.394,0.105
Pina_26meses(SC),0.019,0.045,0.029,0.373,0.081
Pina_26meses(SC),0.016,0.045,0.024,0.433,0.084
Pina_26meses(SC),0.017,0.051,0.026,0.388,0.094
Pina_26meses(SC),0.016,0.051,0.024,0.526,0.095
Pina_26meses(SC),0.02,0.058,0.032,0.457,0.114
Pina_26meses(SC),0.014,0.055,0.023,0.533,0.114
Pina_26meses(SC),0.024,0.075,0.036,0.472,0.144
Pina_26meses(SC),0.017,0.049,0.025,0.463,0.093
Pina_26meses(SC),0.017,0.046,0.024,0.477,0.095
Pina_26meses(SC),0.013,0.044,0.021,0.455,0.088
Pina_26meses(SC),0.011,0.036,0.017,0.377,0.073
Pina_26meses(SC),0.015,0.046,0.02,0.487,0.089
Pina_26meses(SC),0.014,0.048,0.024,0.404,0.095
Pina_26meses(SC),0.016,0.044,0.024,0.4,0.087
Pina_26meses(SC),0.016,0.046,0.022,0.478,0.092
Pina_26meses(SC),0.013,0.044,0.021,0.453,0.089
Pina_26meses(SC),0.013,0.038,0.018,0.407,0.076
Pina_26meses(SC),0.015,0.053,0.022,0.496,0.104
Pina_26meses(SC),0.025,0.061,0.036,0.452,0.112
Pina_26meses(SC),0.015,0.055,0.027,0.394,0.11
Pina_26meses(SC),0.019,0.045,0.029,0.372,0.085
Pina_26meses(SC),0.016,0.045,0.023,0.432,0.089
Pina_26meses(SC),0.017,0.052,0.026,0.388,0.098
Pina_26meses(SC),0.016,0.051,0.023,0.525,0.1
Pina_26meses(SC),0.02,0.058,0.032,0.456,0.12
Pina_26meses(SC),0.014,0.055,0.022,0.531,0.12
Pina_26meses(SC),0.024,0.075,0.035,0.471,0.151
Pina_26meses(SC),0.017,0.049,0.025,0.462,0.098
Pina_26meses(SC),0.017,0.047,0.024,0.476,0.101
Pina_26meses(SC),0.013,0.044,0.021,0.454,0.093
Pina_26meses(SC),0.011,0.037,0.017,0.377,0.077
Pina_26meses(SC),0.015,0.046,0.02,0.486,0.094
Pina_26meses(SC),0.014,0.048,0.024,0.403,0.1
Pina_26meses(SC),0.016,0.044,0.024,0.398,0.091
Pina_26meses(SC),0.016,0.046,0.022,0.477,0.097
Pina_26meses(SC),0.013,0.044,0.02,0.452,0.094
Pina_26meses(SC),0.013,0.039,0.018,0.406,0.08
Pina_26meses(SC),0.015,0.053,0.022,0.496,0.11
Pina_26meses(SC),0.025,0.062,0.035,0.451,0.118
Pina_26meses(SC),0.015,0.055,0.027,0.394,0.115
Pina_26meses(SC),0.019,0.045,0.029,0.372,0.089
Pina_26meses(SC),0.016,0.046,0.023,0.432,0.094
Pina_26meses(SC),0.017,0.052,0.026,0.388,0.103
Pina_26meses(SC),0.016,0.051,0.023,0.524,0.106
Pina_26meses(SC),0.02,0.059,0.032,0.454,0.126
Pina_26meses(SC),0.014,0.056,0.022,0.53,0.127
Pina_26meses(SC),0.024,0.075,0.034,0.468,0.158
Pina_26meses(SC),0.017,0.049,0.024,0.461,0.103
Pina_26meses(SC),0.017,0.047,0.024,0.475,0.106
Pina_26meses(SC),0.013,0.044,0.02,0.453,0.099
Pina_26meses(SC),0.011,0.037,0.017,0.376,0.081
Pina_26meses(SC),0.015,0.046,0.02,0.485,0.1
Pina_26meses(SC),0.014,0.048,0.023,0.401,0.105
Pina_26meses(SC),0.016,0.044,0.024,0.397,0.096
Pina_26meses(SC),0.016,0.046,0.021,0.476,0.103
Pina_26meses(SC),0.013,0.045,0.02,0.452,0.099
Pina_26meses(SC),0.013,0.039,0.018,0.407,0.085
Pina_26meses(SC),0.015,0.053,0.022,0.495,0.116
Pina_26meses(SC),0.025,0.062,0.035,0.45,0.123
Pina_26meses(SC),0.015,0.055,0.026,0.394,0.121
Pina_26meses(SC),0.019,0.046,0.029,0.373,0.093
Pina_26meses(SC),0.016,0.046,0.023,0.432,0.099
Pina_26meses(SC),0.017,0.052,0.025,0.387,0.108
Pina_26meses(SC),0.016,0.052,0.023,0.522,0.112
Pina_26meses(SC),0.02,0.059,0.031,0.453,0.131
Pina_26meses(SC),0.014,0.056,0.022,0.529,0.134
Pina_26meses(SC),0.024,0.076,0.034,0.467,0.165
Pina_26meses(SC),0.017,0.049,0.024,0.46,0.108
Pina_26meses(SC),0.017,0.047,0.023,0.474,0.112
Pina_26meses(SC),0.013,0.044,0.02,0.452,0.104
Pina_26meses(SC),0.011,0.037,0.017,0.376,0.086
Pina_26meses(SC),0.015,0.046,0.019,0.484,0.106
Pina_26meses(SC),0.014,0.048,0.023,0.4,0.11
Pina_26meses(SC),0.016,0.044,0.023,0.396,0.1
Pina_26meses(SC),0.016,0.046,0.021,0.475,0.108
Pina_26meses(SC),0.013,0.045,0.02,0.45,0.105
Pina_26meses(SC),0.013,0.039,0.017,0.406,0.089
Pina_26meses(SC),0.015,0.053,0.021,0.493,0.122
Pina_26meses(SC),0.025,0.062,0.035,0.449,0.128
Pina_26meses(SC),0.015,0.056,0.026,0.393,0.126
Pina_26meses(SC),0.019,0.046,0.028,0.373,0.097
Pina_26meses(SC),0.016,0.046,0.023,0.431,0.104
Pina_26meses(SC),0.017,0.052,0.025,0.386,0.113
Pina_26meses(SC),0.016,0.052,0.022,0.52,0.118
Pina_26meses(SC),0.02,0.059,0.031,0.452,0.137
Pina_26meses(SC),0.014,0.056,0.021,0.527,0.14
Pina_26meses(SC),0.024,0.076,0.033,0.467,0.171
Pina_26meses(SC),0.017,0.05,0.024,0.459,0.114
Pina_26meses(SC),0.017,0.047,0.023,0.473,0.117
Pina_26meses(SC),0.013,0.044,0.02,0.451,0.109
Pina_26meses(SC),0.011,0.037,0.016,0.375,0.09
Pina_26meses(SC),0.015,0.046,0.019,0.482,0.111
Pina_26meses(SC),0.014,0.049,0.023,0.4,0.115
Pina_26meses(SC),0.016,0.044,0.023,0.395,0.105
Pina_26meses(SC),0.016,0.046,0.021,0.474,0.114
Pina_26meses(SC),0.013,0.045,0.02,0.449,0.11
Pina_26meses(SC),0.013,0.039,0.017,0.405,0.094
Pina_26meses(SC),0.015,0.054,0.021,0.492,0.129
Pina_26meses(SC),0.025,0.062,0.034,0.448,0.134
Pina_26meses(SC),0.015,0.056,0.026,0.393,0.132
Pina_26meses(SC),0.019,0.046,0.028,0.373,0.101
Pina_26meses(SC),0.016,0.046,0.022,0.43,0.109
Pina_26meses(SC),0.017,0.053,0.024,0.386,0.117
Pina_26meses(SC),0.016,0.052,0.022,0.519,0.124
Pina_26meses(SC),0.02,0.059,0.031,0.451,0.143
Pina_26meses(SC),0.014,0.056,0.021,0.525,0.147
Pina_26meses(SC),0.024,0.077,0.033,0.467,0.179
Pina_26meses(SC),0.017,0.05,0.024,0.458,0.119
Pina_26meses(SC),0.017,0.047,0.023,0.472,0.123
Pina_26meses(SC),0.013,0.045,0.02,0.449,0.115
Pina_26meses(SC),0.011,0.037,0.016,0.374,0.094
Pina_26meses(SC),0.015,0.047,0.019,0.481,0.117
Pina_26meses(SC),0.014,0.049,0.023,0.4,0.12
Pina_26meses(SC),0.016,0.044,0.023,0.394,0.11
Pina_26meses(SC),0.016,0.047,0.021,0.473,0.12
Pina_26meses(SC),0.013,0.045,0.02,0.447,0.116
Pina_26meses(SC),0.013,0.039,0.017,0.404,0.099
Pina_26meses(SC),0.015,0.054,0.021,0.491,0.135
Pina_26meses(SC),0.025,0.062,0.034,0.448,0.139
Pina_26meses(SC),0.015,0.056,0.025,0.392,0.137
Pina_26meses(SC),0.019,0.046,0.028,0.372,0.106
Pina_26meses(SC),0.016,0.046,0.022,0.429,0.115
Pina_26meses(SC),0.017,0.053,0.024,0.385,0.122
Pina_26meses(SC),0.016,0.052,0.022,0.517,0.131
Pina_26meses(SC),0.02,0.06,0.03,0.45,0.149
Pina_26meses(SC),0.014,0.056,0.021,0.523,0.155
Pina_26meses(SC),0.024,0.077,0.033,0.466,0.185
Pina_26meses(SC),0.017,0.05,0.023,0.457,0.125
Pina_26meses(SC),0.017,0.048,0.023,0.471,0.129
Pina_26meses(SC),0.013,0.045,0.019,0.449,0.12
Pina_26meses(SC),0.011,0.037,0.016,0.373,0.099
Pina_26meses(SC),0.015,0.047,0.019,0.481,0.123
Pina_26meses(SC),0.014,0.049,0.022,0.399,0.125
Pina_26meses(SC),0.016,0.045,0.023,0.393,0.115
Pina_26meses(SC),0.016,0.047,0.02,0.473,0.126
Pina_26meses(SC),0.013,0.045,0.019,0.447,0.121
Pina_26meses(SC),0.013,0.039,0.017,0.403,0.103
Pina_26meses(SC),0.015,0.054,0.021,0.49,0.141
Pina_26meses(SC),0.025,0.063,0.034,0.447,0.144
Pina_26meses(SC),0.015,0.056,0.025,0.392,0.143
Pina_26meses(SC),0.019,0.046,0.028,0.371,0.11
Pina_26meses(SC),0.017,0.047,0.022,0.429,0.12
Pina_26meses(SC),0.017,0.053,0.024,0.385,0.127
Pina_26meses(SC),0.016,0.052,0.021,0.516,0.137
Pina_26meses(SC),0.02,0.06,0.03,0.449,0.156
Pina_26meses(SC),0.014,0.056,0.02,0.522,0.163
Pina_26meses(SC),0.024,0.077,0.032,0.465,0.192
Pina_26meses(SC),0.017,0.05,0.023,0.456,0.131
Pina_26meses(SC),0.017,0.048,0.023,0.47,0.135
Pina_26meses(SC),0.013,0.045,0.019,0.448,0.127
Pina_26meses(SC),0.011,0.037,0.016,0.373,0.103
Pina_26meses(SC),0.015,0.047,0.019,0.48,0.129
Pina_26meses(SC),0.014,0.049,0.022,0.398,0.131
Pina_26meses(SC),0.016,0.045,0.023,0.392,0.12
Pina_26meses(SC),0.016,0.047,0.02,0.472,0.132
Pina_26meses(SC),0.013,0.045,0.019,0.446,0.127
Pina_26meses(SC),0.013,0.039,0.017,0.403,0.109
Pina_26meses(SC),0.015,0.054,0.02,0.49,0.148
Pina_26meses(SC),0.025,0.063,0.033,0.447,0.15
Pina_26meses(SC),0.015,0.056,0.025,0.392,0.149
Pina_26meses(SC),0.02,0.046,0.028,0.371,0.115
Pina_26meses(SC),0.017,0.047,0.022,0.429,0.125
Pina_26meses(SC),0.017,0.053,0.024,0.385,0.131
Pina_26meses(SC),0.016,0.052,0.021,0.516,0.143
Pina_26meses(SC),0.02,0.06,0.03,0.449,0.163
Pina_26meses(SC),0.014,0.056,0.02,0.52,0.172
Pina_26meses(SC),0.024,0.077,0.032,0.465,0.199
Pina_26meses(SC),0.017,0.05,0.023,0.456,0.138
Pina_26meses(SC),0.017,0.048,0.023,0.47,0.143
Pina_26meses(SC),0.013,0.045,0.019,0.447,0.134
Pina_26meses(SC),0.011,0.037,0.016,0.373,0.109
Pina_26meses(SC),0.015,0.047,0.019,0.48,0.136
Pina_26meses(SC),0.015,0.049,0.022,0.398,0.137
Pina_26meses(SC),0.016,0.045,0.023,0.391,0.127
Pina_26meses(SC),0.016,0.047,0.02,0.471,0.14
Pina_26meses(SC),0.013,0.045,0.019,0.445,0.134
Pina_26meses(SC),0.013,0.039,0.017,0.402,0.115
Pina_26meses(SC),0.015,0.054,0.02,0.49,0.155
Pina_26meses(SC),0.025,0.063,0.033,0.447,0.157
Pina_26meses(SC),0.016,0.056,0.024,0.391,0.155
Pina_26meses(SC),0.02,0.046,0.028,0.371,0.121
Pina_26meses(SC),0.017,0.047,0.022,0.429,0.132
Pina_26meses(SC),0.017,0.053,0.024,0.385,0.137
Pina_26meses(SC),0.016,0.053,0.021,0.515,0.15
Pina_26meses(SC),0.02,0.06,0.03,0.448,0.172
Pina_26meses(SC),0.014,0.056,0.02,0.519,0.183
Pina_26meses(SC),0.024,0.077,0.032,0.465,0.208
Pina_26meses(SC),0.017,0.05,0.023,0.456,0.147
Pina_26meses(SC),0.017,0.048,0.022,0.469,0.151
Pina_26meses(SC),0.013,0.045,0.019,0.447,0.142
Pina_26meses(SC),0.012,0.037,0.016,0.373,0.116
Pina_26meses(SC),0.015,0.047,0.018,0.48,0.145
Pina_26meses(SC),0.015,0.049,0.022,0.398,0.144
Pina_26meses(SC),0.016,0.045,0.023,0.391,0.134
Pina_26meses(SC),0.016,0.047,0.02,0.471,0.148
Pina_26meses(SC),0.013,0.045,0.019,0.445,0.143
Pina_26meses(SC),0.013,0.039,0.017,0.402,0.122
Pina_26meses(SC),0.015,0.054,0.02,0.489,0.164
Pina_26meses(SC),0.025,0.063,0.033,0.447,0.164
Pina_26meses(SC),0.016,0.056,0.024,0.391,0.163
Pina_26meses(SC),0.02,0.046,0.027,0.371,0.128
Pina_26meses(SC),0.017,0.047,0.021,0.429,0.139
Pina_26meses(SC),0.017,0.053,0.023,0.385,0.143
Pina_26meses(SC),0.016,0.052,0.021,0.515,0.159
Pina_26meses(SC),0.02,0.06,0.03,0.448,0.18
Pina_26meses(SC),0.014,0.056,0.02,0.518,0.193
Pina_26meses(SC),0.024,0.077,0.031,0.466,0.218
Pina_26meses(SC),0.017,0.05,0.023,0.455,0.155
Pina_26meses(SC),0.017,0.048,0.022,0.469,0.16
Pina_26meses(SC),0.013,0.045,0.019,0.447,0.15
Pina_26meses(SC),0.012,0.037,0.015,0.373,0.122
Pina_26meses(SC),0.015,0.046,0.018,0.48,0.154
Pina_26meses(SC),0.015,0.049,0.022,0.399,0.151
Pina_26meses(SC),0.016,0.045,0.022,0.39,0.141
Pina_26meses(SC),0.016,0.047,0.02,0.471,0.157
Pina_26meses(SC),0.013,0.045,0.019,0.444,0.151
Pina_26meses(SC),0.013,0.039,0.017,0.402,0.129
Pina_26meses(SC),0.015,0.054,0.02,0.49,0.174
Pina_26meses(SC),0.025,0.063,0.033,0.448,0.172
Pina_26meses(SC),0.016,0.056,0.024,0.391,0.171
Pina_26meses(SC),0.02,0.046,0.027,0.37,0.134
Pina_26meses(SC),0.017,0.047,0.021,0.429,0.146
Pina_26meses(SC),0.017,0.053,0.023,0.385,0.15
Pina_26meses(SC),0.016,0.052,0.021,0.515,0.168
Pina_26meses(SC),0.02,0.06,0.029,0.447,0.188
Pina_26meses(SC),0.014,0.056,0.02,0.517,0.202
Pina_26meses(SC),0.024,0.077,0.031,0.466,0.227
Pina_26meses(SC),0.017,0.05,0.023,0.455,0.162
Pina_26meses(SC),0.017,0.048,0.022,0.469,0.168
Pina_26meses(SC),0.013,0.045,0.019,0.447,0.158
Pina_26meses(SC),0.011,0.037,0.015,0.373,0.128
Pina_26meses(SC),0.015,0.046,0.018,0.48,0.162
Pina_26meses(SC),0.015,0.049,0.022,0.399,0.158
Pina_26meses(SC),0.016,0.045,0.022,0.39,0.147
Pina_26meses(SC),0.016,0.047,0.02,0.471,0.165
Pina_26meses(SC),0.013,0.045,0.019,0.444,0.158
Pina_26meses(SC),0.013,0.039,0.016,0.402,0.135
Pina_26meses(SC),0.015,0.054,0.02,0.49,0.183
Pina_26meses(SC),0.025,0.063,0.033,0.448,0.179
Pina_26meses(SC),0.016,0.056,0.024,0.391,0.177
Pina_26meses(SC),0.02,0.046,0.027,0.371,0.139
Pina_26meses(SC),0.017,0.046,0.021,0.429,0.153
Pina_26meses(SC),0.017,0.053,0.023,0.386,0.157
Pina_26meses(SC),0.016,0.052,0.021,0.515,0.177
Pina_26meses(SC),0.021,0.06,0.029,0.447,0.195
Pina_26meses(SC),0.014,0.056,0.02,0.516,0.209
Pina_26meses(SC),0.024,0.077,0.031,0.466,0.235
Pina_26meses(SC),0.018,0.05,0.022,0.455,0.168
Pina_26meses(SC),0.017,0.047,0.022,0.469,0.174
Pina_26meses(SC),0.013,0.044,0.019,0.447,0.164
Pina_26meses(SC),0.012,0.037,0.015,0.373,0.133
Pina_26meses(SC),0.015,0.046,0.018,0.48,0.169
Pina_26meses(SC),0.015,0.049,0.022,0.399,0.164
Pina_26meses(SC),0.016,0.044,0.022,0.389,0.152
Pina_26meses(SC),0.016,0.046,0.02,0.471,0.172
Pina_26meses(SC),0.013,0.045,0.019,0.444,0.164
Pina_26meses(SC),0.013,0.039,0.016,0.402,0.141
Pina_26meses(SC),0.015,0.053,0.02,0.49,0.191
Pina_26meses(SC),0.025,0.062,0.033,0.448,0.186
Pina_26meses(SC),0.016,0.056,0.024,0.392,0.183
Pina_26meses(SC),0.02,0.046,0.027,0.371,0.143
Pina_26meses(SC),0.017,0.046,0.021,0.43,0.16
Pina_26meses(SC),0.017,0.053,0.023,0.386,0.163
Pina_26meses(SC),0.016,0.052,0.021,0.515,0.185
Pina_26meses(SC),0.021,0.059,0.029,0.447,0.201
Pina_26meses(SC),0.014,0.055,0.019,0.516,0.216
Pina_26meses(SC),0.024,0.076,0.031,0.466,0.242
Pina_26meses(SC),0.018,0.049,0.022,0.455,0.174
Pina_26meses(SC),0.017,0.047,0.022,0.469,0.181
Pina_26meses(SC),0.013,0.044,0.019,0.447,0.17
Pina_26meses(SC),0.012,0.037,0.015,0.374,0.138
Pina_26meses(SC),0.015,0.046,0.018,0.48,0.176
Pina_26meses(SC),0.015,0.048,0.021,0.399,0.17
Pina_26meses(SC),0.016,0.044,0.022,0.389,0.157
Pina_26meses(SC),0.016,0.046,0.02,0.47,0.178
Pina_26meses(SC),0.013,0.045,0.018,0.444,0.17
Pina_26meses(SC),0.013,0.039,0.016,0.402,0.147
Pina_26meses(SC),0.015,0.053,0.019,0.49,0.198
Pina_26meses(SC),0.025,0.062,0.033,0.449,0.192
Pina_26meses(SC),0.016,0.056,0.023,0.392,0.188
Pina_26meses(SC),0.02,0.046,0.027,0.371,0.148
Pina_26meses(SC),0.017,0.046,0.021,0.43,0.166
Pina_26meses(SC),0.017,0.052,0.023,0.386,0.168
Pina_26meses(SC),0.016,0.052,0.02,0.515,0.193
Pina_26meses(SC),0.021,0.059,0.029,0.446,0.207
Pina_26meses(SC),0.014,0.055,0.019,0.516,0.225
Pina_26meses(SC),0.024,0.076,0.03,0.466,0.248
Pina_26meses(SC),0.018,0.049,0.022,0.455,0.182
Pina_26meses(SC),0.017,0.047,0.022,0.469,0.188
Pina_26meses(SC),0.013,0.044,0.018,0.447,0.177
Pina_26meses(SC),0.012,0.036,0.015,0.374,0.144
