ID,Azul,Verde,Rojo
Pina_26meses(SC),0.023,0.057,0.026
Pina_26meses(SC),0.016,0.054,0.017
Pina_26meses(SC),0.027,0.073,0.027
Pina_26meses(SC),0.019,0.048,0.02
Pina_26meses(SC),0.019,0.045,0.02
Pina_26meses(SC),0.014,0.043,0.017
Pina_26meses(SC),0.013,0.036,0.014
Pina_26meses(SC),0.016,0.045,0.016
Pina_26meses(SC),0.016,0.047,0.019
Pina_26meses(SC),0.018,0.043,0.02
Pina_26meses(SC),0.017,0.045,0.018
Pina_26meses(SC),0.015,0.043,0.016
Pina_26meses(SC),0.014,0.038,0.015
Pina_26meses(SC),0.017,0.052,0.017
Pina_26meses(SC),0.027,0.06,0.03
Pina_26meses(SC),0.018,0.053,0.021
Pina_26meses(SC),0.021,0.044,0.025
Pina_26meses(SC),0.018,0.045,0.019
Pina_26meses(SC),0.019,0.051,0.02
Pina_26meses(SC),0.018,0.05,0.018
